movieId,title,all_tags
40887,Lonesome Jim (2005),"romance, unwatchable, depressing, drama, depression, loneliness"
40898,Our Vines Have Tender Grapes (1945),drama
40946,Sarah Silverman: Jesus Is Magic (2005),"musical, original, comedy, anti-religion, irreverent"
40952,Bee Season (2005),"drama, competition, to-rent, religion, judaism, kabbalah, family"
40955,Breakfast on Pluto (2005),"irish, comedy, music, transgender, drama, transvestite, london, ireland, transsexuals, r"
40959,"Ice Harvest, The (2005)","murder, action, debased, christmas, comedy, noir, wichita, thriller, hilarity, clearplay, r, crime"
40962,"Yours, Mine and Ours (2005)","romance, remake, children, comedy, family"
40964,In the Mix (2005),"comedy, romance, predictable, crime"
40966,"Libertine, The (2004)","debased, original, alcohol, adapation, drama, biography, depravity, theater, biopic, disease"
40969,First Descent (2005),"documentary, snowboard"
40973,"Wild Geese, The (1978)","action, drama, war, adventure, africa"
40988,Hondo (1953),"horses, western, dvd-r, indians, dog, reviewed, warnervision, apaches, gunfight"
41014,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)","creepy, horror, cinematography, thriller, lurid, tense, stylized, atmospheric, eerie, giallo, mystery, obsession, crime"
41025,"Good Woman, A (2004)","romance, pg, costumes, comedy, drama, adultery"
41058,Gate of Flesh (Nikutai no mon) (1964),"criterion, drama"
41094,Brides (Nyfes) (2004),"romance, drama"
41104,"Evil of Frankenstein, The (1964)","horror, hypnosis"
41126,"Clockmaker of St. Paul, The (L'horloger de Saint-Paul) (1974)","crime, lyon, france, drama, french"
41130,Welcome to the Roses (Bienvenue chez les Rozes) (2003),comedy
41136,"Driver, The (1978)","action, vengeance, betamax, brutal, atmospheric, crime, film-noir"
41212,Mondovino (2004),documentary
41226,Sounder (1972),"sharecroppers, sad, bd-r, drama, betamax"
41285,Match Point (2005),"romance, tosee, lust, luck, wealth, london, blindfold, boring, slow, drama, disturbing, dostoyevsky, murder, england, acting, thrilling, twist, londo, interesting, classic, plodding, immoral, tennis, sports, clever, watched, obsession, crime"
41336,Nazarin (NazarÃ­n) (1959),"drama, anti-religion, religion, christianity"
41353,Ziegfeld Follies (1945),"comedy, musical"
41402,Lorna (1964),"dvd-video, drama"
41411,"Deep, The (1977)","horror, thriller, adventure, mystery, dvd-ram"
41425,"Dying Gaul, The (2005)","romance, drama, writers, queer, bisexual, adultery, hollywood"
41434,After Innocence (2005),"documentary, crime"
41499,"Citadel, The (1938)",drama
41518,Beyond the Gates of Splendor (2002),documentary
41523,"Southern Yankee, A (1948)","western, comedy, bd-r, war"
41527,Paradise Now (2005),"god, religion, intifada, israel, palestine, friendship, despair, drama, war, great, beautiful, suicide, arabic, thriller, islam, terrorism, scope, fundamentalism, martyrdom, crime, collaborators"
41564,"Kid & I, The (2005)",comedy
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)","kids, dwarves, fawns, flat, silly, idiotic, christian, religion, animals, travesty, cgi, soundtrack, winter, family, melee, action, boring, witch, lion, fantasy, biblical, predictable, okay, christianity, acting, children, plagarised, witches, scenic, mythology, dialogue, script, narnia, adventure, brilliant, beaver, overrated, swords, magic, childish, propaganda, faun"
41569,King Kong (2005),"romance, island, kids, stroy, emotional, stylized, cgi, dinosaurs, action, boring, long, actors, drama, monkey, fantasy, islands, big, apes, acting, remake, decent, bd-video, dialogue, thriller, stupid, script, adventure, sfx, extraneous, longwinded, animal, heavy-handed, horrible, jungle, overrated, monster, disappointing, gorilla, racist, actresses, scary, hollywood"
41571,Memoirs of a Geisha (2005),"romance, tosee, narration, cinematography, history, wwii, adaptation, geishas, slavery, drama, cruelty, inaccurate, survival, courtesan, kaf, japan, library, women, memory, geisha, japanese, intrigue, annemari"
41573,"Family Stone, The (2005)","romance, fun, cliched, family, sad, comedy, drama, loss, great, corny, lgbt, funny, unbelievable, relationships, christmas, connecticut, massachusetts, bad, love"
41575,"Promise, The (Wu ji) (2005)","action, visual, wuxia, drama, fantasy, library"
41585,Kiss of Death (1947),"tcm, bd-r, noir, law, prison, drama, revenge, crime, film-noir"
41596,Where Were You When the Lights Went Out? (1968),comedy
41602,Balseros (Cuban Rafters) (2002),"cuba, documentary, caribbean"
41617,Havoc (2005),"romance, nudity, drama, drugs, crime"
41627,Samurai Rebellion (JÃ´i-uchi: HairyÃ´ tsuma shimatsu) (1967),"action, netflix, bd-r, drama, japan, samurai, criterion"
41644,Dog Nail Clipper (Koirankynnenleikkaaja) (2004),drama
41650,Mother India (1957),"musical, drama"
41688,Cowards Bend the Knee (a.k.a. The Blue Hands) (2003),"sports, romance, drama, hockey"
41691,"Generation, A (Pokolenie) (1955)","bd-r, criterion, drama, war"
41699,"Ivan the Terrible, Part Two (Ivan Groznyy II: Boyarsky zagovor) (1958)","drama, dvd-video, biopic, criterion, annemari"
41704,"Shaft, The (a.k.a. Down) (2001)","action, horror, sci-fi, mystery"
41706,"Loveless, The (Breakdown) (1981)","dark, drama, misfits, motorcycle, trouble, stylized, atmospheric, bleak, gangs, crime, violent"
41712,"Room for Romeo Brass, A (1999)","england, comedy, drama"
41714,Dona Flor and Her Two Husbands (Dona Flor e Seus Dois Maridos) (1976),"comedy, sensual, brazil, humor"
41716,"Matador, The (2005)","assassin, friendship, comedy, drama, quirky, thriller, vhs, riot, hitman, brosnan, assassination, offbeat"
41721,Look Both Ways (2005),"romance, death, australian, boring, drama, australia, cancer, art"
41724,Wal-Mart: The High Cost of Low Price (2005),"documentary, business, economics, greed, expose, consumerism, revealing, mvlc"
41736,7 Seconds (2005),"action, crime, thriller"
41753,8 Million Ways to Die (1986),"action, alcoholism, thriller, addiction, adventure, police, crime"
41762,Beyond the Forest (1949),"drama, film-noir, thriller"
41767,Phffft (1954),"bd-r, comedy, romance"
41769,Mozart and the Whale (2005),"romance, relationships, comedy, drama, autism, annemari"
41792,"Organization, The (1971)","drama, crime, thriller"
41810,Cinderella Liberty (1973),"romance, drama"
41812,Knute Rockne All American (1940),drama
41815,"Scene at the Sea, A (Ano natsu, ichiban shizukana umi) (1991)","romance, surfing, comedy, drama, deafness"
41820,Birdcage Inn (Paran daemun) (1998),drama
41822,Real Fiction (Shilje sanghwang) (2000),"drama, crime"
41824,Address Unknown (Suchwiin bulmyeong) (2001),"drama, war"
41828,Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),"comedy, war, old"
41831,They Died with Their Boots On (1941),"romance, western, bd-r, drama, war, reviewed"
41863,"Three Burials of Melquiades Estrada, The (2006)","mexico, to-rent, gritty, r, ruins, immigration, restitution, forgiveness, drama, snakes, desert, meaninglessness, murder, death, immigrants, texas, adventure, kidnapping, earthy, western, promise, redemption, crime, different"
41880,House of Strangers (1949),"drama, film-noir"
41889,Lili (1953),"bd-r, romance, musical, drama"
41912,Slim Susie (Smala Sussie) (2003),"comedy, funny, swedish, watched, mystery, crime"
41914,Executive Protection (Livvakterna) (2001),"action, thriller"
41941,"Aura, The (Aura, El) (2005)","forest, drama, taxidermist, thriller, casino, hunting, epilepsy, crime"
41974,"Ambushers, The (1967)","comedy, thriller, sci-fi"
41980,Day of Anger (I giorni dell'ira) (1967),western
41997,Munich (2005),"modern, tosee, quakers, innovative, netflix, conflict, beirut, olympics, religion, history, thought-provoking, clearplay, hdtv, r, action, blindfold, israel, palestine, bombs, revenge, drama, war, culture, realistic, politics, perfect, munich, anti-semitism, violence, dramatic, mossad, serious, thriller, islam, spielberg, rated-r, athens, terrorism, library, assassin, espionage, disappointing, nudity, overkill, rome, paris, judaism, theater, jews, massacre, owned, assassination, crime, cyprus"
42002,"Producers, The (2005)","nazis, remake, musical, usa, netflix, bd-r, comedy, music, fantastic, perfect, disappointments, producer, broadway, farce, theater, funny, re-make, hilarious"
42004,Transamerica (2005),"original, quirky, queer, gender, transsexuals, educational, transgendered, comedy, enlightening, drama, arizona, roadtrip, telemarketing, christianity, glbt, lgbt, adventure, drugs, loner, sexuality, insightful, prostitutes, transgender, pointless, therapist"
42007,Rumor Has It... (2005),"pasadena, romance, boring, sexy, comedy, drama, blah, hilarious, cute"
42009,Cheaper by the Dozen 2 (2005),"comedy, family, adventure, parenthood"
42011,Fun with Dick and Jane (2005),"money, remake, comedic, netflix, enron, comedy, despair, sequel, stupid, robbery, funny, catastrofe, desperate, smart, crime, hilarious"
42013,"Ringer, The (2005)","lying, comedy, olympics, disability, tornados, passable"
42015,Casanova (2005),"action, romance, comedy, drama, clearplay, adventure, funny, r"
42018,Mrs. Henderson Presents (2005),"widowhood, france, mores, london, r, cemetary, comedy, drama, reviewed, period, wartime, england, dull, burlesque, champagne, historical, depression, vaudville, strippers, nudity, widow, audition, delights, theater, pathe"
42021,"White Countess, The (2005)","poignant, emotional, merchant-ivory, drama"
42053,Dirty Love (2005),"stupidity, comedy, romance, dvd-r"
42094,"Spirit of the Beehive, The (EspÃ­ritu de la colmena, El) (1973)","horror, spain, frankenstein, drama, cinematography, existentialism, meditative, mystery, dvd-video, criterion"
42150,Abouna (2002),drama
42152,Interrogation (Przesluchanie) (1989),"drama, crime, thriller"
42163,Richard Pryor: Live in Concert (1979),"comedy, criterion, documentary"
42172,Kevin & Perry Go Large (2000),comedy
42176,"Ear, The (Ucho) (1970)","drama, thriller"
42189,"Debutantes, Los (2003)","drama, crime, thriller"
42191,Luxo Jr. (1986),"short, pixar, children, animation"
42197,Keeping Mum (2005),"murder, adultery, comedy, revenge, r, crime, natural"
42208,Paheli (2005),"fantasy, romance, musical, drama"
42213,"Goodnight, Mister Tom (1999)","uplifting, drama"
42217,Late Spring (Banshun) (1949),"masterpiece, classic, bd-r, drama, japan, sightsound, family, bloggers, criterion"
42285,"Dentist, The (1996)","horror, thriller"
42312,"Personal History, Adventures, Experience, & Observation of David Copperfield the Younger, The (a.k.a. David Copperfield) (1935)","romance, bd-r, drama, kuenstlerroman, bildungsroman, adventure"
42335,Familia (1996),"birthday, incest, actors, comedy, infidelity, family, villa"
42341,How to Irritate People (1969),"comedy, skits, seen, funny"
42351,Threads (1984),"realism, england, weapons, drama, war, disturbing, post-apocalyptic, sci-fi"
42385,Yamakasi - Les samouraÃ¯s des temps modernes (2001),"action, drama, crime, parkour"
42393,Love's Enduring Promise (2004),"romance, drama"
42407,After Image (Seeing in the Dark) (2001),"drama, thriller"
42413,After Midnight (1989),"horror, thriller"
42418,"New World, The (2005)","romance, cinematography, contemplative, winter, sorrow, dreamlike, boring, long, drama, atmospheric, beauty, powhatan, colonialism, beautiful, pocahontas, virginia, poetry, indians, sentimental, meditative, adventure, gentle, poignant, hunger, lyrical, zweverig, epic, breathtaking, different, haunting"
42422,Voices of a Distant Star (Hoshi no koe) (2003),"romance, netflix, melancholic, anime, drama, animation, mobiles, bittersweet, love, loneliness, aliens, space, short, sci-fi"
42491,"When You Comin' Back, Red Ryder? (1979)",drama
42518,Christmas in Connecticut (1945),"romance, christmas, bd-r, comedy, clv"
42543,She (1935),"romance, fantasy, remade, adventure, dvd-video"
42546,Passport to Pimlico (1949),comedy
42548,Whisky Galore (1949),"comedy, crime"
42550,A Run for Your Money (1949),"england, comedy, london"
42553,"Master of Ballantrae, The (1953)","bd-r, adventure"
42556,7 Faces of Dr. Lao (1964),"western, bd-r, fantasy, mystery, dvd-ram"
42559,Samurai Assassin (Samurai) (1965),"action, drama, adventure"
42562,Lies My Father Told Me (1975),"children, drama"
42584,We All Loved Each Other So Much (C'eravamo tanto amati) (1974),"comedy, nostalgic, drama, idealism"
42591,A.K. (1985),documentary
42602,"Boys of Baraka, The (2005)",documentary
42629,Tartuffe (Herr TartÃ¼ff) (1925),"dvd-video, drama"
42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),"prison, quirky, stylized, soundtrack, mystery, vigilante, vigilantism, r, masterpiece, vengeance, revenge, drama, disturbing, tense, extortion, violent, korea, brutality, violence, thriller, surreal, flashbacks, style, story, crime"
42634,Boys Don't Cry (Chlopaki nie placza) (2000),"dvd, comedy"
42636,Superproduction (Superprodukcja) (2003),comedy
42638,Grand Theft Parsons (2003),"comedy, drama"
42659,Devil's Pond (2003),"drama, thriller"
42661,"Cross of Lorraine, The (1943)","drama, war"
42677,"Cutting Edge: The Magic of Movie Editing, The (2004)",documentary
42679,"Quiller Memorandum, The (1966)","action, thriller, drama, mystery"
42681,49th Parallel (1941),"drama, war, dvd-r, thriller, adventure, dvd-ram, criterion"
42698,Yesterday (2004),"africa, drama, aids"
42705,Penelope (1966),"comedy, crime"
42710,Ted Bundy (2002),"drama, crime, thriller"
42718,District 13 (Banlieue 13) (2004),"dystopia, action, disney, acting, french, slum, martial-arts, paris, simple, cgi, parkour, jonossa, anarchy, crime, sci-fi"
42721,BloodRayne (2005),"action, fangs, vampire, slash, fantasy, medieval, videogame, bollocks, vampires"
42723,Hostel (2005),"netflix, savage, chainsaw, disgusting, twisted, annoying, torture, action, boring, revenge, disturbing, payback, gore, stupid, splatter, gruesome, horror, disappointing, nudity, goretastic, controversial, brutal"
42725,Grandma's Boy (2006),"stoner, comedy, weed, cannabis, marijuana, drugs, quotable, crazy"
42728,Tristan & Isolde (2006),"irish, romance, myth, legend, drama, saptastic, cornwall, medieval, ireland, library, adultery"
42730,Glory Road (2006),"disney, inspirational, coach, drama, college, feel-good, sports, texas, emotional, racism, underdogs, btaege, segregation, scope, basketball"
42732,Last Holiday (2006),"comedy, feel-good, austria"
42734,Hoodwinked! (2005),"children, spoof, comedy, rashomon, animation, clever, parody, lobo, divx, nonlinear, hooker, tales"
42736,April's Shower (2003),"comedy, romance, lesbian"
42738,Underworld: Evolution (2006),"action, tosee, horror, werewolves, werewolf, disappointing, nocturnal, vampire, gothic, gory, fantasy, not-plot-holes-as-much-as-gaping-wounds, watched, sequels, sequel, vampires, violent"
42740,Looking for Comedy in the Muslim World (2005),"tosee, sarcasm, comedy, indians, dumb"
